"icb22_code","total_attendances","attendances_over_4hours","total_emergency_admissions","emergency_admissions_over_4hours","pct_attendance_over_4hours","pct_emergency_admissions_over_4hours","date"
"E54000023",39160,8009,11129,2353,0.2,0.21,"March 2024"
"E54000052",35668,8783,11284,2230,0.25,0.2,"March 2024"
"E54000053",66951,15066,14713,3112,0.23,0.21,"March 2024"
"E54000062",82626,19637,20491,6374,0.24,0.31,"March 2024"
"E54000054",94387,22543,19721,6854,0.24,0.35,"March 2024"
"E54000040",29145,7770,9988,1835,0.27,0.18,"April 2024"
"E54000024",41516,9753,9177,839,0.23,0.09,"April 2024"
"E54000055",54567,14713,17804,4346,0.27,0.24,"April 2024"
"E54000039",34753,9289,11348,2536,0.27,0.22,"April 2024"
"E54000044",53523,13003,18513,1995,0.24,0.11,"April 2024"
"E54000056",35557,12244,8119,2462,0.34,0.3,"April 2024"
"E54000008",118583,33102,30348,9142,0.28,0.3,"April 2024"
"E54000036",17472,3662,3371,917,0.21,0.27,"April 2024"
"E54000018",38086,9956,8767,1423,0.26,0.16,"April 2024"
"E54000050",138097,31747,37579,6549,0.23,0.17,"April 2024"
"E54000037",41917,12797,12848,2484,0.31,0.19,"April 2024"
"E54000041",26085,6812,8715,1188,0.26,0.14,"April 2024"
"E54000029",85823,22287,16361,3658,0.26,0.22,"April 2024"
"E54000034",34702,8873,6150,2387,0.26,0.39,"April 2024"
"E54000043",19804,5194,4568,1167,0.26,0.26,"April 2024"
"E54000057",119841,38734,28248,10671,0.32,0.38,"April 2024"
"E54000042",65227,16734,17995,2792,0.26,0.16,"April 2024"
"E54000048",72455,16062,17430,4828,0.22,0.28,"April 2024"
"E54000019",26288,9029,7933,1748,0.34,0.22,"April 2024"
"E54000025",45429,12041,10487,1824,0.27,0.17,"April 2024"
"E54000051",64319,18891,18281,4910,0.29,0.27,"April 2024"
"E54000058",49664,11783,9984,2628,0.24,0.26,"April 2024"
"E54000032",90615,16668,18138,4603,0.18,0.25,"April 2024"
"E54000015",36158,8948,9662,2397,0.25,0.25,"April 2024"
"E54000013",29119,7466,5354,1783,0.26,0.33,"April 2024"
"E54000026",35468,8191,10473,2661,0.23,0.25,"April 2024"
"E54000022",36344,8299,9197,2233,0.23,0.24,"April 2024"
"E54000028",70058,20002,8954,4111,0.29,0.46,"April 2024"
"E54000027",99783,19253,18017,3429,0.19,0.19,"April 2024"
"E54000059",32824,7041,5237,2616,0.21,0.5,"April 2024"
"E54000060",39333,11808,11535,1929,0.3,0.17,"April 2024"
"E54000030",79058,21246,11420,4389,0.27,0.38,"April 2024"
"E54000011",16318,6496,5165,1031,0.4,0.2,"April 2024"
"E54000038",22697,4920,5484,453,0.22,0.08,"April 2024"
"E54000031",58578,13349,9658,3834,0.23,0.4,"April 2024"
"E54000061",56880,14753,19851,3252,0.26,0.16,"April 2024"
"E54000010",23492,6894,8825,1987,0.29,0.23,"April 2024"
"E54000023",35819,8740,9965,2502,0.24,0.25,"April 2024"
"E54000052",33621,8804,11119,2258,0.26,0.2,"April 2024"
"E54000053",63541,14285,13855,3176,0.22,0.23,"April 2024"
"E54000062",78661,17496,19468,6397,0.22,0.33,"April 2024"
"E54000054",89448,22550,18722,6974,0.25,0.37,"April 2024"
"E54000040",32009,8450,10595,1733,0.26,0.16,"May 2024"
"E54000024",44744,10498,9533,604,0.23,0.06,"May 2024"
"E54000055",59072,16672,18145,4551,0.28,0.25,"May 2024"
"E54000039",37046,10276,11690,2500,0.28,0.21,"May 2024"
"E54000044",57667,13874,19676,1895,0.24,0.1,"May 2024"
"E54000056",37962,12675,8537,2443,0.33,0.29,"May 2024"
"E54000008",128813,37216,31531,10139,0.29,0.32,"May 2024"
"E54000036",20089,4823,3596,982,0.24,0.27,"May 2024"
"E54000018",40165,10972,9179,1410,0.27,0.15,"May 2024"
"E54000050",149659,34541,38914,6427,0.23,0.17,"May 2024"
"E54000037",46071,13765,14033,3046,0.3,0.22,"May 2024"
"E54000041",28806,7252,9208,1398,0.25,0.15,"May 2024"
"E54000029",92148,23170,17145,3912,0.25,0.23,"May 2024"
"E54000034",36460,10093,6461,2456,0.28,0.38,"May 2024"
"E54000043",21716,5668,4546,1051,0.26,0.23,"May 2024"
"E54000057",130195,43981,29588,11313,0.34,0.38,"May 2024"
"E54000042",69212,17309,18920,2784,0.25,0.15,"May 2024"
"E54000048",79931,17693,17934,5263,0.22,0.29,"May 2024"
"E54000019",27735,9257,7951,2009,0.33,0.25,"May 2024"
"E54000025",49697,13186,10820,1731,0.27,0.16,"May 2024"
"E54000051",68359,20618,18449,4878,0.3,0.26,"May 2024"
"E54000058",52874,12816,10576,2779,0.24,0.26,"May 2024"
"E54000032",97692,16993,18621,4508,0.17,0.24,"May 2024"
"E54000015",39243,9803,9865,2065,0.25,0.21,"May 2024"
"E54000013",30842,8747,5442,2231,0.28,0.41,"May 2024"
"E54000026",37857,9173,10999,2940,0.24,0.27,"May 2024"
"E54000022",39401,9588,9565,2353,0.24,0.25,"May 2024"
"E54000028",74671,22514,9453,4364,0.3,0.46,"May 2024"
"E54000027",108412,22530,18615,3265,0.21,0.18,"May 2024"
"E54000059",35308,7841,5392,2562,0.22,0.48,"May 2024"
"E54000060",42944,13345,12592,2040,0.31,0.16,"May 2024"
"E54000030",85463,22899,10881,4500,0.27,0.41,"May 2024"
"E54000011",17347,7100,5294,1255,0.41,0.24,"May 2024"
"E54000038",23904,5339,5427,338,0.22,0.06,"May 2024"
"E54000031",62711,15224,9842,3839,0.24,0.39,"May 2024"
"E54000061",62121,16769,20528,3367,0.27,0.16,"May 2024"
"E54000010",25546,7292,9069,1893,0.29,0.21,"May 2024"
"E54000023",38253,9908,10421,2675,0.26,0.26,"May 2024"
"E54000052",35061,9770,10997,2502,0.28,0.23,"May 2024"
"E54000053",68211,15319,14535,3130,0.22,0.22,"May 2024"
"E54000062",83306,18650,20567,6375,0.22,0.31,"May 2024"
"E54000054",97569,25576,19561,7264,0.26,0.37,"May 2024"
"E54000040",30568,8251,9938,1799,0.27,0.18,"June 2024"
"E54000024",42978,10356,9265,748,0.24,0.08,"June 2024"
"E54000055",55591,15118,17399,4194,0.27,0.24,"June 2024"
"E54000039",35503,9236,11058,2275,0.26,0.21,"June 2024"
"E54000044",55282,12857,18490,1552,0.23,0.08,"June 2024"
"E54000056",36895,10817,8028,2204,0.29,0.27,"June 2024"
"E54000008",119043,32443,29400,8903,0.27,0.3,"June 2024"
"E54000036",19170,4660,3557,1052,0.24,0.3,"June 2024"
"E54000018",37544,11997,7473,1333,0.32,0.18,"June 2024"
"E54000050",142142,30750,35997,5350,0.22,0.15,"June 2024"
"E54000037",45006,13773,13238,2705,0.31,0.2,"June 2024"
"E54000041",27462,7113,8606,1232,0.26,0.14,"June 2024"
"E54000029",88487,21082,16152,3320,0.24,0.21,"June 2024"
"E54000034",35770,9900,6137,2435,0.28,0.4,"June 2024"
"E54000043",20908,5372,4405,952,0.26,0.22,"June 2024"
"E54000057",121589,39347,28003,10567,0.32,0.38,"June 2024"
"E54000042",64560,15656,17838,2512,0.24,0.14,"June 2024"
"E54000048",75012,16185,17568,4875,0.22,0.28,"June 2024"
"E54000019",26621,8839,7283,1837,0.33,0.25,"June 2024"
"E54000025",47635,12172,10913,1190,0.26,0.11,"June 2024"
"E54000051",65453,19505,18052,4656,0.3,0.26,"June 2024"
"E54000058",49329,12453,10262,2518,0.25,0.25,"June 2024"
"E54000032",93276,17261,16652,4492,0.19,0.27,"June 2024"
"E54000015",37562,9756,9559,2256,0.26,0.24,"June 2024"
"E54000013",29246,7982,5219,2044,0.27,0.39,"June 2024"
"E54000026",36202,9388,10195,3362,0.26,0.33,"June 2024"
"E54000022",37459,8899,9026,2087,0.24,0.23,"June 2024"
"E54000028",71022,19325,9209,3841,0.27,0.42,"June 2024"
"E54000027",103586,21417,17810,3342,0.21,0.19,"June 2024"
"E54000059",33185,7283,5428,2526,0.22,0.47,"June 2024"
"E54000060",41030,12583,12003,1941,0.31,0.16,"June 2024"
"E54000030",80768,20464,10570,3747,0.25,0.35,"June 2024"
"E54000011",16270,6217,5046,1086,0.38,0.22,"June 2024"
"E54000038",23402,5685,5244,270,0.24,0.05,"June 2024"
"E54000031",60069,13682,9558,3370,0.23,0.35,"June 2024"
"E54000061",59605,14873,20236,2676,0.25,0.13,"June 2024"
"E54000010",23924,6935,8616,1873,0.29,0.22,"June 2024"
"E54000023",36347,10057,10126,2570,0.28,0.25,"June 2024"
"E54000052",34159,8343,11157,2044,0.24,0.18,"June 2024"
"E54000053",64095,13737,13931,3035,0.21,0.22,"June 2024"
"E54000062",78487,17433,19394,6589,0.22,0.34,"June 2024"
"E54000054",91823,23754,18843,6754,0.26,0.36,"June 2024"
"E54000040",31000,7798,10456,1580,0.25,0.15,"July 2024"
"E54000024",42451,9637,9281,457,0.23,0.05,"July 2024"
"E54000055",56030,14411,19172,4556,0.26,0.24,"July 2024"
"E54000039",35711,8660,11295,2027,0.24,0.18,"July 2024"
"E54000044",56229,12386,19418,1558,0.22,0.08,"July 2024"
"E54000056",37361,10550,8531,2289,0.28,0.27,"July 2024"
"E54000008",123032,31535,30871,8857,0.26,0.29,"July 2024"
"E54000036",20542,4740,3888,1089,0.23,0.28,"July 2024"
"E54000018",36355,10852,6575,1004,0.3,0.15,"July 2024"
"E54000050",144353,31691,36485,5534,0.22,0.15,"July 2024"
"E54000037",45788,13992,14011,2402,0.31,0.17,"July 2024"
"E54000041",27299,7076,9062,1284,0.26,0.14,"July 2024"
"E54000029",90090,20415,16063,3644,0.23,0.23,"July 2024"
"E54000034",35676,9722,6390,2398,0.27,0.38,"July 2024"
"E54000043",21075,4759,4878,901,0.23,0.18,"July 2024"
"E54000057",126148,39659,28400,11452,0.31,0.4,"July 2024"
"E54000042",66366,16520,18464,2571,0.25,0.14,"July 2024"
"E54000048",76823,16650,18592,5048,0.22,0.27,"July 2024"
"E54000019",27163,8928,7309,1847,0.33,0.25,"July 2024"
"E54000025",48206,12115,11051,1454,0.25,0.13,"July 2024"
"E54000051",65833,18730,18645,4602,0.28,0.25,"July 2024"
"E54000058",50697,12798,10544,2816,0.25,0.27,"July 2024"
"E54000032",95134,17469,15980,4839,0.18,0.3,"July 2024"
"E54000015",35986,8763,9509,2551,0.24,0.27,"July 2024"
"E54000013",29904,8341,5482,2004,0.28,0.37,"July 2024"
"E54000026",36587,10016,10526,3062,0.27,0.29,"July 2024"
"E54000022",38307,8906,8609,2104,0.23,0.24,"July 2024"
"E54000028",71896,18485,9380,3582,0.26,0.38,"July 2024"
"E54000027",105361,20714,18852,2579,0.2,0.14,"July 2024"
"E54000059",33833,7154,5700,2669,0.21,0.47,"July 2024"
"E54000060",41737,12520,12361,1898,0.3,0.15,"July 2024"
"E54000030",81625,20233,11178,3826,0.25,0.34,"July 2024"
"E54000011",16478,5833,5465,1129,0.35,0.21,"July 2024"
"E54000038",23645,5618,5417,365,0.24,0.07,"July 2024"
"E54000031",59948,13735,10051,3670,0.23,0.37,"July 2024"
"E54000061",59850,16086,20287,2996,0.27,0.15,"July 2024"
"E54000010",23661,6821,8602,1877,0.29,0.22,"July 2024"
"E54000023",36698,9710,10458,2113,0.26,0.2,"July 2024"
"E54000052",34182,7464,11177,1912,0.22,0.17,"July 2024"
"E54000053",66245,13866,14263,3238,0.21,0.23,"July 2024"
"E54000062",77680,17176,20584,6673,0.22,0.32,"July 2024"
"E54000054",91847,23627,19206,6873,0.26,0.36,"July 2024"
"E54000040",29369,7177,9764,1558,0.24,0.16,"August 2024"
"E54000024",38251,8787,9130,469,0.23,0.05,"August 2024"
"E54000055",51383,12219,17844,4350,0.24,0.24,"August 2024"
"E54000039",33863,8121,10877,1623,0.24,0.15,"August 2024"
"E54000044",50994,10762,18160,1450,0.21,0.08,"August 2024"
"E54000056",34964,9480,8048,2003,0.27,0.25,"August 2024"
"E54000008",113650,29211,29063,8307,0.26,0.29,"August 2024"
"E54000036",20911,5212,3889,1066,0.25,0.27,"August 2024"
"E54000018",33449,10018,6662,925,0.3,0.14,"August 2024"
"E54000050",133929,26837,33828,4708,0.2,0.14,"August 2024"
"E54000037",45244,13170,13472,2279,0.29,0.17,"August 2024"
"E54000041",27778,6390,8848,785,0.23,0.09,"August 2024"
"E54000029",80143,18564,15683,3615,0.23,0.23,"August 2024"
"E54000034",32608,8424,5708,2267,0.26,0.4,"August 2024"
"E54000043",20591,4702,4558,980,0.23,0.22,"August 2024"
"E54000057",113003,33338,27169,11480,0.3,0.42,"August 2024"
"E54000042",63565,16326,18026,2277,0.26,0.13,"August 2024"
"E54000048",72042,15621,17518,4711,0.22,0.27,"August 2024"
"E54000019",25901,8363,6676,1758,0.32,0.26,"August 2024"
"E54000025",43887,10261,10707,1252,0.23,0.12,"August 2024"
"E54000051",62902,16765,17945,4114,0.27,0.23,"August 2024"
"E54000058",46670,11504,10026,2280,0.25,0.23,"August 2024"
"E54000032",93696,14447,15521,3871,0.15,0.25,"August 2024"
"E54000015",34902,8243,9205,2198,0.24,0.24,"August 2024"
"E54000013",28253,7440,5207,1878,0.26,0.36,"August 2024"
"E54000026",33643,8749,10193,2830,0.26,0.28,"August 2024"
"E54000022",37919,9193,8485,1824,0.24,0.21,"August 2024"
"E54000028",64827,15272,8965,3267,0.24,0.36,"August 2024"
"E54000027",95003,17833,17470,2406,0.19,0.14,"August 2024"
"E54000059",30838,6824,5265,2608,0.22,0.5,"August 2024"
"E54000060",37361,9625,11765,1178,0.26,0.1,"August 2024"
"E54000030",74838,17452,10985,3198,0.23,0.29,"August 2024"
"E54000011",15664,5493,5128,1136,0.35,0.22,"August 2024"
"E54000038",22197,4955,5099,360,0.22,0.07,"August 2024"
"E54000031",54500,11798,9242,3510,0.22,0.38,"August 2024"
"E54000061",54941,13758,18459,2738,0.25,0.15,"August 2024"
"E54000010",22078,5962,8708,1380,0.27,0.16,"August 2024"
"E54000023",35354,8582,10044,1776,0.24,0.18,"August 2024"
"E54000052",31914,6169,10621,1417,0.19,0.13,"August 2024"
"E54000053",62820,13089,13767,2912,0.21,0.21,"August 2024"
"E54000062",70609,14484,19446,5595,0.21,0.29,"August 2024"
"E54000054",84337,20764,18457,6150,0.25,0.33,"August 2024"
"E54000040",29789,7731,9987,1764,0.26,0.18,"September 2024"
"E54000024",39464,9520,8977,668,0.24,0.07,"September 2024"
"E54000055",53341,13610,18468,4269,0.26,0.23,"September 2024"
"E54000039",34673,9589,11404,2425,0.28,0.21,"September 2024"
"E54000044",53621,13386,18415,1928,0.25,0.1,"September 2024"
"E54000056",35656,10915,8200,2243,0.31,0.27,"September 2024"
"E54000008",116940,31732,29298,8752,0.27,0.3,"September 2024"
"E54000036",18666,4873,3796,1183,0.26,0.31,"September 2024"
"E54000018",34508,10147,6640,1122,0.29,0.17,"September 2024"
"E54000050",137661,30769,34984,5926,0.22,0.17,"September 2024"
"E54000037",43445,13299,13271,2877,0.31,0.22,"September 2024"
"E54000041",26011,6393,8450,1125,0.25,0.13,"September 2024"
"E54000029",84692,20182,15197,3556,0.24,0.23,"September 2024"
"E54000034",33320,10439,6041,2157,0.31,0.36,"September 2024"
"E54000043",20333,4888,4600,836,0.24,0.18,"September 2024"
"E54000057",120029,39143,28690,11248,0.33,0.39,"September 2024"
"E54000042",63036,16433,17645,2701,0.26,0.15,"September 2024"
"E54000048",73280,16853,18131,5019,0.23,0.28,"September 2024"
"E54000019",25810,8342,5806,1904,0.32,0.33,"September 2024"
"E54000025",46053,11222,10897,1535,0.24,0.14,"September 2024"
"E54000051",62376,17621,18097,4342,0.28,0.24,"September 2024"
"E54000058",52072,12984,9264,2754,0.25,0.3,"September 2024"
"E54000032",96195,16177,15457,4309,0.17,0.28,"September 2024"
"E54000015",35785,9553,9312,2254,0.27,0.24,"September 2024"
"E54000013",27682,7053,5102,1973,0.25,0.39,"September 2024"
"E54000026",35408,9997,10111,3372,0.28,0.33,"September 2024"
"E54000022",36715,9873,8515,2268,0.27,0.27,"September 2024"
"E54000028",67467,16853,8926,3532,0.25,0.4,"September 2024"
"E54000027",100087,21655,17483,3579,0.22,0.2,"September 2024"
"E54000059",31486,7537,5266,2512,0.24,0.48,"September 2024"
"E54000060",38797,11563,12275,2077,0.3,0.17,"September 2024"
"E54000030",75139,20091,12619,4115,0.27,0.33,"September 2024"
"E54000011",15612,5916,5292,1071,0.38,0.2,"September 2024"
"E54000038",21787,5396,5012,470,0.25,0.09,"September 2024"
"E54000031",57310,14038,9248,3638,0.24,0.39,"September 2024"
"E54000061",56793,16249,18403,3374,0.29,0.18,"September 2024"
"E54000010",22768,7004,9048,1622,0.31,0.18,"September 2024"
"E54000023",35163,9990,9648,2392,0.28,0.25,"September 2024"
"E54000052",33091,8693,10564,2115,0.26,0.2,"September 2024"
"E54000053",61804,13481,14041,3158,0.22,0.22,"September 2024"
"E54000062",73011,16740,19748,6088,0.23,0.31,"September 2024"
"E54000054",87341,22958,18496,6379,0.26,0.34,"September 2024"
"E54000040",30508,8879,10652,2302,0.29,0.22,"October 2024"
"E54000024",43071,10629,9674,888,0.25,0.09,"October 2024"
"E54000055",58668,14817,19914,4466,0.25,0.22,"October 2024"
"E54000039",36675,10614,12338,2771,0.29,0.22,"October 2024"
"E54000044",59244,15672,19458,2156,0.26,0.11,"October 2024"
"E54000056",37635,12485,8651,2612,0.33,0.3,"October 2024"
"E54000008",128623,35630,32763,9589,0.28,0.29,"October 2024"
"E54000036",18239,4745,3781,1254,0.26,0.33,"October 2024"
"E54000018",37325,11894,7289,1486,0.32,0.2,"October 2024"
"E54000050",148026,35767,37837,7367,0.24,0.19,"October 2024"
"E54000037",44927,13672,14150,3662,0.3,0.26,"October 2024"
"E54000041",27008,7270,9117,1366,0.27,0.15,"October 2024"
"E54000029",91468,22071,16634,4161,0.24,0.25,"October 2024"
"E54000034",35644,11428,6508,2277,0.32,0.35,"October 2024"
"E54000043",21469,5248,5001,982,0.24,0.2,"October 2024"
"E54000057",128734,43172,30014,12017,0.34,0.4,"October 2024"
"E54000042",67110,18316,18991,2771,0.27,0.15,"October 2024"
"E54000048",75558,17799,18949,5211,0.24,0.28,"October 2024"
"E54000019",26853,9320,5859,2002,0.35,0.34,"October 2024"
"E54000025",48551,13890,11595,2007,0.29,0.17,"October 2024"
"E54000051",65779,19382,20051,5286,0.29,0.26,"October 2024"
"E54000058",55785,14506,10105,3473,0.26,0.34,"October 2024"
"E54000032",101435,18101,16376,4634,0.18,0.28,"October 2024"
"E54000015",38159,9830,10077,2595,0.26,0.26,"October 2024"
"E54000013",29040,7840,5558,2194,0.27,0.39,"October 2024"
"E54000026",36858,10926,10536,3230,0.3,0.31,"October 2024"
"E54000022",37949,10306,9048,2903,0.27,0.32,"October 2024"
"E54000028",71891,18578,9807,4309,0.26,0.44,"October 2024"
"E54000027",105957,23415,17566,4215,0.22,0.24,"October 2024"
"E54000059",33581,8511,5499,2731,0.25,0.5,"October 2024"
"E54000060",41674,14964,13385,2049,0.36,0.15,"October 2024"
"E54000030",78474,22643,12354,4928,0.29,0.4,"October 2024"
"E54000011",16177,6257,5767,1521,0.39,0.26,"October 2024"
"E54000038",22657,5867,5476,569,0.26,0.1,"October 2024"
"E54000031",59613,15005,9802,4081,0.25,0.42,"October 2024"
"E54000061",61452,18173,20231,4192,0.3,0.21,"October 2024"
"E54000010",24079,8148,9031,2124,0.34,0.24,"October 2024"
"E54000023",36559,10843,10199,2827,0.3,0.28,"October 2024"
"E54000052",35290,10092,10975,2419,0.29,0.22,"October 2024"
"E54000053",64923,14659,14862,3199,0.23,0.22,"October 2024"
"E54000062",80167,17639,21512,6154,0.22,0.29,"October 2024"
"E54000054",93354,26309,20054,7809,0.28,0.39,"October 2024"
"E54000040",29314,8632,10344,2220,0.29,0.21,"November 2024"
"E54000024",43946,10736,9688,833,0.24,0.09,"November 2024"
"E54000055",59766,17936,18777,4382,0.3,0.23,"November 2024"
"E54000039",36120,11161,11982,2906,0.31,0.24,"November 2024"
"E54000044",56725,15783,18810,2113,0.28,0.11,"November 2024"
"E54000056",36892,12626,8774,2415,0.34,0.28,"November 2024"
"E54000008",122020,33697,29799,8815,0.28,0.3,"November 2024"
"E54000036",16471,3712,3788,1186,0.23,0.31,"November 2024"
"E54000018",37721,12447,7038,1428,0.33,0.2,"November 2024"
"E54000050",143315,34818,36879,6534,0.24,0.18,"November 2024"
"E54000037",43258,13657,14205,3160,0.32,0.22,"November 2024"
"E54000041",25862,6995,9119,1112,0.27,0.12,"November 2024"
"E54000029",90589,22558,16187,3936,0.25,0.24,"November 2024"
"E54000034",33836,10349,6347,2185,0.31,0.34,"November 2024"
"E54000043",20931,5118,4956,814,0.24,0.16,"November 2024"
"E54000057",126906,44873,29247,11738,0.35,0.4,"November 2024"
"E54000042",64937,18993,18484,2686,0.29,0.15,"November 2024"
"E54000048",73827,17671,19150,5037,0.24,0.26,"November 2024"
"E54000019",26046,11117,5269,1607,0.43,0.3,"November 2024"
"E54000025",47240,14326,10387,1806,0.3,0.17,"November 2024"
"E54000051",64791,19313,19811,4998,0.3,0.25,"November 2024"
"E54000058",55100,14274,9641,3548,0.26,0.37,"November 2024"
"E54000032",95518,18619,16453,4795,0.19,0.29,"November 2024"
"E54000015",39164,10627,10064,2664,0.27,0.26,"November 2024"
"E54000013",29092,7898,5805,2088,0.27,0.36,"November 2024"
"E54000026",36248,10845,10380,2826,0.3,0.27,"November 2024"
"E54000022",37108,10079,8688,2449,0.27,0.28,"November 2024"
"E54000028",70744,19301,9389,4027,0.27,0.43,"November 2024"
"E54000027",106167,24549,17533,4104,0.23,0.23,"November 2024"
"E54000059",33797,9795,5355,2864,0.29,0.53,"November 2024"
"E54000060",40893,14865,13151,1744,0.36,0.13,"November 2024"
"E54000030",77964,21343,12741,4618,0.27,0.36,"November 2024"
"E54000011",15771,6371,5570,1920,0.4,0.34,"November 2024"
"E54000038",21359,6074,4991,734,0.28,0.15,"November 2024"
"E54000031",60937,16226,10098,3968,0.27,0.39,"November 2024"
"E54000061",60857,18157,19839,3710,0.3,0.19,"November 2024"
"E54000010",23151,8159,8361,1958,0.35,0.23,"November 2024"
"E54000023",37173,10549,10150,2533,0.28,0.25,"November 2024"
