"ltla21_code","total_residents","sexual_orientation","n","prop"
"E06000001",74686,"Straight or Heterosexual",68070,"0.911415794"
"E06000001",74686,"Gay or Lesbian",1121,"0.015009506"
"E06000001",74686,"Bisexual",784,"0.010497282"
"E06000001",74686,"All other sexual orientations",157,"0.002102134"
"E06000001",74686,"Not answered",4554,"0.060975283"
"E06000002",113938,"Straight or Heterosexual",102027,"0.895460689"
"E06000002",113938,"Gay or Lesbian",1787,"0.015683968"
"E06000002",113938,"Bisexual",1385,"0.012155734"
"E06000002",113938,"All other sexual orientations",441,"0.003870526"
"E06000002",113938,"Not answered",8298,"0.072829082"
"E06000003",112342,"Straight or Heterosexual",102561,"0.912935501"
"E06000003",112342,"Gay or Lesbian",1492,"0.013280874"
"E06000003",112342,"Bisexual",995,"0.008856883"
"E06000003",112342,"All other sexual orientations",248,"0.002207545"
"E06000003",112342,"Not answered",7046,"0.062719197"
"E06000004",158010,"Straight or Heterosexual",144661,"0.915518005"
"E06000004",158010,"Gay or Lesbian",2283,"0.014448453"
"E06000004",158010,"Bisexual",1471,"0.009309537"
"E06000004",158010,"All other sexual orientations",327,"0.002069489"
"E06000004",158010,"Not answered",9268,"0.058654516"
"E06000005",88106,"Straight or Heterosexual",80549,"0.914228316"
"E06000005",88106,"Gay or Lesbian",1333,"0.015129503"
"E06000005",88106,"Bisexual",990,"0.011236465"
"E06000005",88106,"All other sexual orientations",224,"0.002542392"
"E06000005",88106,"Not answered",5010,"0.056863324"
"E06000006",103946,"Straight or Heterosexual",95532,"0.919054124"
"E06000006",103946,"Gay or Lesbian",1555,"0.014959691"
"E06000006",103946,"Bisexual",976,"0.009389491"
"E06000006",103946,"All other sexual orientations",207,"0.001991419"
"E06000006",103946,"Not answered",5676,"0.054605276"
"E06000007",172719,"Straight or Heterosexual",158539,"0.917901331"
"E06000007",172719,"Gay or Lesbian",2254,"0.013050099"
"E06000007",172719,"Bisexual",1704,"0.009865736"
"E06000007",172719,"All other sexual orientations",390,"0.002258003"
"E06000007",172719,"Not answered",9832,"0.056924832"
"E06000008",119508,"Straight or Heterosexual",107093,"0.896115741"
"E06000008",119508,"Gay or Lesbian",1221,"0.010216889"
"E06000008",119508,"Bisexual",981,"0.008208655"
"E06000008",119508,"All other sexual orientations",321,"0.002686013"
"E06000008",119508,"Not answered",9892,"0.082772701"
"E06000009",116339,"Straight or Heterosexual",102898,"0.884466946"
"E06000009",116339,"Gay or Lesbian",3794,"0.032611592"
"E06000009",116339,"Bisexual",1572,"0.013512236"
"E06000009",116339,"All other sexual orientations",326,"0.002802156"
"E06000009",116339,"Not answered",7749,"0.066607071"
"E06000010",213877,"Straight or Heterosexual",188281,"0.880323737"
"E06000010",213877,"Gay or Lesbian",3655,"0.017089262"
"E06000010",213877,"Bisexual",3522,"0.016467409"
"E06000010",213877,"All other sexual orientations",880,"0.004114514"
"E06000010",213877,"Not answered",17539,"0.082005078"
"E06000011",288140,"Straight or Heterosexual",262847,"0.912219754"
"E06000011",288140,"Gay or Lesbian",2995,"0.010394253"
"E06000011",288140,"Bisexual",2325,"0.008068994"
"E06000011",288140,"All other sexual orientations",459,"0.001592976"
"E06000011",288140,"Not answered",19514,"0.067724023"
"E06000012",127524,"Straight or Heterosexual",115780,"0.907907531"
"E06000012",127524,"Gay or Lesbian",1564,"0.012264358"
"E06000012",127524,"Bisexual",1400,"0.010978326"
"E06000012",127524,"All other sexual orientations",300,"0.002352498"
"E06000012",127524,"Not answered",8480,"0.066497287"
"E06000013",139467,"Straight or Heterosexual",126559,"0.907447640"
"E06000013",139467,"Gay or Lesbian",1565,"0.011221292"
"E06000013",139467,"Bisexual",1281,"0.009184968"
"E06000013",139467,"All other sexual orientations",392,"0.002810701"
"E06000013",139467,"Not answered",9670,"0.069335398"
"E06000014",172083,"Straight or Heterosexual",148921,"0.865402161"
"E06000014",172083,"Gay or Lesbian",3507,"0.020379700"
"E06000014",172083,"Bisexual",4904,"0.028497876"
"E06000014",172083,"All other sexual orientations",1141,"0.006630521"
"E06000014",172083,"Not answered",13610,"0.079089742"
"E06000015",209192,"Straight or Heterosexual",184221,"0.880631190"
"E06000015",209192,"Gay or Lesbian",2764,"0.013212742"
"E06000015",209192,"Bisexual",3040,"0.014532104"
"E06000015",209192,"All other sexual orientations",932,"0.004455237"
"E06000015",209192,"Not answered",18235,"0.087168725"
"E06000016",291014,"Straight or Heterosexual",250153,"0.859590948"
"E06000016",291014,"Gay or Lesbian",3291,"0.011308734"
"E06000016",291014,"Bisexual",5303,"0.018222491"
"E06000016",291014,"All other sexual orientations",1420,"0.004879490"
"E06000016",291014,"Not answered",30847,"0.105998337"
"E06000017",34298,"Straight or Heterosexual",31470,"0.917546213"
"E06000017",34298,"Gay or Lesbian",381,"0.011108519"
"E06000017",34298,"Bisexual",292,"0.008513616"
"E06000017",34298,"All other sexual orientations",72,"0.002099248"
"E06000017",34298,"Not answered",2083,"0.060732404"
"E06000018",264323,"Straight or Heterosexual",225477,"0.853035869"
"E06000018",264323,"Gay or Lesbian",4757,"0.017996920"
"E06000018",264323,"Bisexual",6742,"0.025506672"
"E06000018",264323,"All other sexual orientations",1430,"0.005410048"
"E06000018",264323,"Not answered",25917,"0.098050491"
"E06000019",157133,"Straight or Heterosexual",140948,"0.896998084"
"E06000019",157133,"Gay or Lesbian",1641,"0.010443382"
"E06000019",157133,"Bisexual",1420,"0.009036930"
"E06000019",157133,"All other sexual orientations",367,"0.002335601"
"E06000019",157133,"Not answered",12757,"0.081186002"
"E06000020",148674,"Straight or Heterosexual",134069,"0.901764935"
"E06000020",148674,"Gay or Lesbian",1974,"0.013277372"
"E06000020",148674,"Bisexual",1726,"0.011609293"
"E06000020",148674,"All other sexual orientations",408,"0.002744259"
"E06000020",148674,"Not answered",10497,"0.070604141"
"E06000021",205902,"Straight or Heterosexual",183110,"0.889306563"
"E06000021",205902,"Gay or Lesbian",2956,"0.014356344"
"E06000021",205902,"Bisexual",2782,"0.013511282"
"E06000021",205902,"All other sexual orientations",677,"0.003287972"
"E06000021",205902,"Not answered",16377,"0.079537838"
"E06000022",161618,"Straight or Heterosexual",142696,"0.882921457"
"E06000022",161618,"Gay or Lesbian",2449,"0.015153015"
"E06000022",161618,"Bisexual",3282,"0.020307144"
"E06000022",161618,"All other sexual orientations",716,"0.004430200"
"E06000022",161618,"Not answered",12475,"0.077188184"
"E06000023",389708,"Straight or Heterosexual",333008,"0.854506451"
"E06000023",389708,"Gay or Lesbian",8568,"0.021985692"
"E06000023",389708,"Bisexual",12020,"0.030843606"
"E06000023",389708,"All other sexual orientations",3061,"0.007854599"
"E06000023",389708,"Not answered",33051,"0.084809652"
"E06000024",178568,"Straight or Heterosexual",161781,"0.905990995"
"E06000024",178568,"Gay or Lesbian",2264,"0.012678643"
"E06000024",178568,"Bisexual",2012,"0.011267416"
"E06000024",178568,"All other sexual orientations",431,"0.002413646"
"E06000024",178568,"Not answered",12080,"0.067649299"
"E06000025",237366,"Straight or Heterosexual",215157,"0.906435631"
"E06000025",237366,"Gay or Lesbian",3064,"0.012908336"
"E06000025",237366,"Bisexual",2944,"0.012402787"
"E06000025",237366,"All other sexual orientations",691,"0.002911116"
"E06000025",237366,"Not answered",15510,"0.065342130"
"E06000026",218624,"Straight or Heterosexual",194465,"0.889495206"
"E06000026",218624,"Gay or Lesbian",4297,"0.019654750"
"E06000026",218624,"Bisexual",4509,"0.020624451"
"E06000026",218624,"All other sexual orientations",924,"0.004226434"
"E06000026",218624,"Not answered",14429,"0.065999158"
"E06000027",117032,"Straight or Heterosexual",104729,"0.894874906"
"E06000027",117032,"Gay or Lesbian",2035,"0.017388407"
"E06000027",117032,"Bisexual",1344,"0.011484039"
"E06000027",117032,"All other sexual orientations",298,"0.002546312"
"E06000027",117032,"Not answered",8626,"0.073706337"
"E06000030",187154,"Straight or Heterosexual",168642,"0.901086806"
"E06000030",187154,"Gay or Lesbian",2416,"0.012909155"
"E06000030",187154,"Bisexual",2353,"0.012572534"
"E06000030",187154,"All other sexual orientations",570,"0.003045620"
"E06000030",187154,"Not answered",13173,"0.070385885"
"E06000031",167573,"Straight or Heterosexual",149442,"0.891802379"
"E06000031",167573,"Gay or Lesbian",1889,"0.011272699"
"E06000031",167573,"Bisexual",1967,"0.011738168"
"E06000031",167573,"All other sexual orientations",710,"0.004236959"
"E06000031",167573,"Not answered",13565,"0.080949795"
"E06000032",172698,"Straight or Heterosexual",151740,"0.878643644"
"E06000032",172698,"Gay or Lesbian",1420,"0.008222446"
"E06000032",172698,"Bisexual",1753,"0.010150668"
"E06000032",172698,"All other sexual orientations",753,"0.004360213"
"E06000032",172698,"Not answered",17032,"0.098623030"
"E06000033",146408,"Straight or Heterosexual",131459,"0.897894924"
"E06000033",146408,"Gay or Lesbian",2342,"0.015996394"
"E06000033",146408,"Bisexual",1917,"0.013093547"
"E06000033",146408,"All other sexual orientations",467,"0.003189716"
"E06000033",146408,"Not answered",10223,"0.069825419"
"E06000034",136363,"Straight or Heterosexual",124683,"0.914346267"
"E06000034",136363,"Gay or Lesbian",1259,"0.009232710"
"E06000034",136363,"Bisexual",1095,"0.008030037"
"E06000034",136363,"All other sexual orientations",372,"0.002728013"
"E06000034",136363,"Not answered",8954,"0.065662973"
"E06000035",222756,"Straight or Heterosexual",201694,"0.905448114"
"E06000035",222756,"Gay or Lesbian",2979,"0.013373377"
"E06000035",222756,"Bisexual",2528,"0.011348740"
"E06000035",222756,"All other sexual orientations",674,"0.003025732"
"E06000035",222756,"Not answered",14881,"0.066804037"
"E06000036",99933,"Straight or Heterosexual",91303,"0.913642140"
"E06000036",99933,"Gay or Lesbian",1324,"0.013248877"
"E06000036",99933,"Bisexual",1031,"0.010316912"
"E06000036",99933,"All other sexual orientations",261,"0.002611750"
"E06000036",99933,"Not answered",6014,"0.060180321"
"E06000037",130736,"Straight or Heterosexual",119258,"0.912204749"
"E06000037",130736,"Gay or Lesbian",1419,"0.010853935"
"E06000037",130736,"Bisexual",1293,"0.009890160"
"E06000037",130736,"All other sexual orientations",307,"0.002348244"
"E06000037",130736,"Not answered",8459,"0.064702913"
"E06000038",141360,"Straight or Heterosexual",122731,"0.868215903"
"E06000038",141360,"Gay or Lesbian",2296,"0.016242218"
"E06000038",141360,"Bisexual",2791,"0.019743916"
"E06000038",141360,"All other sexual orientations",804,"0.005687606"
"E06000038",141360,"Not answered",12738,"0.090110357"
"E06000039",118934,"Straight or Heterosexual",104943,"0.882363328"
"E06000039",118934,"Gay or Lesbian",806,"0.006776868"
"E06000039",118934,"Bisexual",1095,"0.009206787"
"E06000039",118934,"All other sexual orientations",413,"0.003472514"
"E06000039",118934,"Not answered",11677,"0.098180503"
"E06000040",123677,"Straight or Heterosexual",112211,"0.907290765"
"E06000040",123677,"Gay or Lesbian",1585,"0.012815641"
"E06000040",123677,"Bisexual",1010,"0.008166434"
"E06000040",123677,"All other sexual orientations",258,"0.002086079"
"E06000040",123677,"Not answered",8613,"0.069641081"
"E06000041",140821,"Straight or Heterosexual",128426,"0.911980457"
"E06000041",140821,"Gay or Lesbian",1467,"0.010417480"
"E06000041",140821,"Bisexual",1311,"0.009309691"
"E06000041",140821,"All other sexual orientations",364,"0.002584842"
"E06000041",140821,"Not answered",9253,"0.065707529"
"E06000042",224831,"Straight or Heterosexual",202083,"0.898821782"
"E06000042",224831,"Gay or Lesbian",2757,"0.012262544"
"E06000042",224831,"Bisexual",2806,"0.012480485"
"E06000042",224831,"All other sexual orientations",777,"0.003455929"
"E06000042",224831,"Not answered",16408,"0.072979260"
"E06000043",235367,"Straight or Heterosexual",189745,"0.806166540"
"E06000043",235367,"Gay or Lesbian",13726,"0.058317436"
"E06000043",235367,"Bisexual",8916,"0.037881266"
"E06000043",235367,"All other sexual orientations",2605,"0.011067822"
"E06000043",235367,"Not answered",20375,"0.086566936"
"E06000044",170818,"Straight or Heterosexual",149768,"0.876769427"
"E06000044",170818,"Gay or Lesbian",3386,"0.019822267"
"E06000044",170818,"Bisexual",3670,"0.021484855"
"E06000044",170818,"All other sexual orientations",880,"0.005151682"
"E06000044",170818,"Not answered",13114,"0.076771769"
"E06000045",204368,"Straight or Heterosexual",177317,"0.867635833"
"E06000045",204368,"Gay or Lesbian",4071,"0.019919948"
"E06000045",204368,"Bisexual",4830,"0.023633837"
"E06000045",204368,"All other sexual orientations",1181,"0.005778791"
"E06000045",204368,"Not answered",16969,"0.083031590"
"E06000046",119586,"Straight or Heterosexual",106995,"0.894711756"
"E06000046",119586,"Gay or Lesbian",1550,"0.012961383"
"E06000046",119586,"Bisexual",1415,"0.011832489"
"E06000046",119586,"All other sexual orientations",320,"0.002675899"
"E06000046",119586,"Not answered",9306,"0.077818474"
"E06000047",433958,"Straight or Heterosexual",396553,"0.913805023"
"E06000047",433958,"Gay or Lesbian",6142,"0.014153443"
"E06000047",433958,"Bisexual",5154,"0.011876725"
"E06000047",433958,"All other sexual orientations",1074,"0.002474894"
"E06000047",433958,"Not answered",25035,"0.057689915"
"E06000049",329474,"Straight or Heterosexual",301391,"0.914764139"
"E06000049",329474,"Gay or Lesbian",4238,"0.012862927"
"E06000049",329474,"Bisexual",2982,"0.009050790"
"E06000049",329474,"All other sexual orientations",882,"0.002676994"
"E06000049",329474,"Not answered",19981,"0.060645150"
"E06000050",295358,"Straight or Heterosexual",269319,"0.911839192"
"E06000050",295358,"Gay or Lesbian",4257,"0.014413017"
"E06000050",295358,"Bisexual",3238,"0.010962967"
"E06000050",295358,"All other sexual orientations",818,"0.002769520"
"E06000050",295358,"Not answered",17726,"0.060015303"
"E06000051",272246,"Straight or Heterosexual",246550,"0.905614775"
"E06000051",272246,"Gay or Lesbian",3194,"0.011732036"
"E06000051",272246,"Bisexual",2616,"0.009608957"
"E06000051",272246,"All other sexual orientations",508,"0.001865959"
"E06000051",272246,"Not answered",19378,"0.071178273"
"E06000052",477425,"Straight or Heterosexual",426761,"0.893880714"
"E06000052",477425,"Gay or Lesbian",6453,"0.013516259"
"E06000052",477425,"Bisexual",6194,"0.012973766"
"E06000052",477425,"All other sexual orientations",1489,"0.003118814"
"E06000052",477425,"Not answered",36528,"0.076510447"
"E06000053",1730,"Straight or Heterosexual",1565,"0.904624277"
"E06000053",1730,"Gay or Lesbian",13,"0.007514451"
"E06000053",1730,"Bisexual",29,"0.016763006"
"E06000053",1730,"All other sexual orientations",5,"0.002890173"
"E06000053",1730,"Not answered",118,"0.068208092"
"E06000054",419114,"Straight or Heterosexual",381141,"0.909396966"
"E06000054",419114,"Gay or Lesbian",4755,"0.011345362"
"E06000054",419114,"Bisexual",4674,"0.011152097"
"E06000054",419114,"All other sexual orientations",1024,"0.002443249"
"E06000054",419114,"Not answered",27520,"0.065662326"
"E06000055",148118,"Straight or Heterosexual",133369,"0.900423986"
"E06000055",148118,"Gay or Lesbian",1780,"0.012017446"
"E06000055",148118,"Bisexual",1752,"0.011828407"
"E06000055",148118,"All other sexual orientations",472,"0.003186648"
"E06000055",148118,"Not answered",10745,"0.072543513"
"E06000056",236760,"Straight or Heterosexual",216745,"0.915462916"
"E06000056",236760,"Gay or Lesbian",2645,"0.011171651"
"E06000056",236760,"Bisexual",2305,"0.009735597"
"E06000056",236760,"All other sexual orientations",510,"0.002154080"
"E06000056",236760,"Not answered",14555,"0.061475756"
"E06000057",268848,"Straight or Heterosexual",247647,"0.921141314"
"E06000057",268848,"Gay or Lesbian",3314,"0.012326668"
"E06000057",268848,"Bisexual",2249,"0.008365322"
"E06000057",268848,"All other sexual orientations",467,"0.001737041"
"E06000057",268848,"Not answered",15171,"0.056429655"
"E06000058",334909,"Straight or Heterosexual",296257,"0.884589545"
"E06000058",334909,"Gay or Lesbian",6494,"0.019390342"
"E06000058",334909,"Bisexual",5358,"0.015998376"
"E06000058",334909,"All other sexual orientations",1220,"0.003642781"
"E06000058",334909,"Not answered",25580,"0.076378957"
"E06000059",321902,"Straight or Heterosexual",291721,"0.906241651"
"E06000059",321902,"Gay or Lesbian",3575,"0.011105865"
"E06000059",321902,"Bisexual",2889,"0.008974781"
"E06000059",321902,"All other sexual orientations",614,"0.001907413"
"E06000059",321902,"Not answered",23103,"0.071770290"
"E06000060",443395,"Straight or Heterosexual",402282,"0.907276807"
"E06000060",443395,"Gay or Lesbian",4442,"0.010018155"
"E06000060",443395,"Bisexual",4060,"0.009156621"
"E06000060",443395,"All other sexual orientations",1182,"0.002665795"
"E06000060",443395,"Not answered",31429,"0.070882622"
"E06000061",289189,"Straight or Heterosexual",261791,"0.905259190"
"E06000061",289189,"Gay or Lesbian",3354,"0.011597952"
"E06000061",289189,"Bisexual",2918,"0.010090287"
"E06000061",289189,"All other sexual orientations",843,"0.002915049"
"E06000061",289189,"Not answered",20283,"0.070137523"
"E06000062",343502,"Straight or Heterosexual",308571,"0.898309180"
"E06000062",343502,"Gay or Lesbian",4175,"0.012154223"
"E06000062",343502,"Bisexual",4056,"0.011807792"
"E06000062",343502,"All other sexual orientations",1201,"0.003496341"
"E06000062",343502,"Not answered",25499,"0.074232464"
"E07000008",124768,"Straight or Heterosexual",100519,"0.805647281"
"E07000008",124768,"Gay or Lesbian",3419,"0.027402860"
"E07000008",124768,"Bisexual",4769,"0.038222942"
"E07000008",124768,"All other sexual orientations",1201,"0.009625866"
"E07000008",124768,"Not answered",14860,"0.119101052"
"E07000009",71429,"Straight or Heterosexual",64637,"0.904912571"
"E07000009",71429,"Gay or Lesbian",759,"0.010625936"
"E07000009",71429,"Bisexual",855,"0.011969928"
"E07000009",71429,"All other sexual orientations",235,"0.003289980"
"E07000009",71429,"Not answered",4943,"0.069201585"
"E07000010",84832,"Straight or Heterosexual",76361,"0.900143814"
"E07000010",84832,"Gay or Lesbian",934,"0.011009996"
"E07000010",84832,"Bisexual",885,"0.010432384"
"E07000010",84832,"All other sexual orientations",258,"0.003041305"
"E07000010",84832,"Not answered",6394,"0.075372501"
"E07000011",148261,"Straight or Heterosexual",135126,"0.911406236"
"E07000011",148261,"Gay or Lesbian",1870,"0.012612892"
"E07000011",148261,"Bisexual",1675,"0.011297644"
"E07000011",148261,"All other sexual orientations",392,"0.002643986"
"E07000011",148261,"Not answered",9198,"0.062039242"
"E07000012",130361,"Straight or Heterosexual",117371,"0.900353633"
"E07000012",130361,"Gay or Lesbian",1486,"0.011399115"
"E07000012",130361,"Bisexual",1614,"0.012381004"
"E07000012",130361,"All other sexual orientations",454,"0.003482637"
"E07000012",130361,"Not answered",9436,"0.072383612"
"E07000026",80513,"Straight or Heterosexual",73905,"0.917926298"
"E07000026",80513,"Gay or Lesbian",871,"0.010818129"
"E07000026",80513,"Bisexual",631,"0.007837244"
"E07000026",80513,"All other sexual orientations",134,"0.001664327"
"E07000026",80513,"Not answered",4972,"0.061754002"
"E07000027",55834,"Straight or Heterosexual",50884,"0.911344342"
"E07000027",55834,"Gay or Lesbian",679,"0.012161049"
"E07000027",55834,"Bisexual",538,"0.009635706"
"E07000027",55834,"All other sexual orientations",163,"0.002919368"
"E07000027",55834,"Not answered",3570,"0.063939535"
"E07000028",91343,"Straight or Heterosexual",82928,"0.907874714"
"E07000028",91343,"Gay or Lesbian",1243,"0.013608049"
"E07000028",91343,"Bisexual",1026,"0.011232388"
"E07000028",91343,"All other sexual orientations",232,"0.002539877"
"E07000028",91343,"Not answered",5914,"0.064744972"
"E07000029",56006,"Straight or Heterosexual",51294,"0.915866157"
"E07000029",56006,"Gay or Lesbian",642,"0.011463058"
"E07000029",56006,"Bisexual",494,"0.008820484"
"E07000029",56006,"All other sexual orientations",92,"0.001642681"
"E07000029",56006,"Not answered",3484,"0.062207621"
"E07000030",46633,"Straight or Heterosexual",42425,"0.909763472"
"E07000030",46633,"Gay or Lesbian",470,"0.010078700"
"E07000030",46633,"Bisexual",362,"0.007762743"
"E07000030",46633,"All other sexual orientations",99,"0.002122960"
"E07000030",46633,"Not answered",3277,"0.070272125"
"E07000031",89703,"Straight or Heterosexual",81419,"0.907650803"
"E07000031",89703,"Gay or Lesbian",990,"0.011036420"
"E07000031",89703,"Bisexual",849,"0.009464566"
"E07000031",89703,"All other sexual orientations",197,"0.002196136"
"E07000031",89703,"Not answered",6248,"0.069652074"
"E07000032",105063,"Straight or Heterosexual",95350,"0.907550708"
"E07000032",105063,"Gay or Lesbian",1415,"0.013468110"
"E07000032",105063,"Bisexual",992,"0.009441954"
"E07000032",105063,"All other sexual orientations",190,"0.001808439"
"E07000032",105063,"Not answered",7116,"0.067730790"
"E07000033",66278,"Straight or Heterosexual",60335,"0.910332237"
"E07000033",66278,"Gay or Lesbian",976,"0.014725852"
"E07000033",66278,"Bisexual",585,"0.008826458"
"E07000033",66278,"All other sexual orientations",127,"0.001916171"
"E07000033",66278,"Not answered",4255,"0.064199282"
"E07000034",86003,"Straight or Heterosexual",77927,"0.906096299"
"E07000034",86003,"Gay or Lesbian",1273,"0.014801809"
"E07000034",86003,"Bisexual",1014,"0.011790286"
"E07000034",86003,"All other sexual orientations",183,"0.002127833"
"E07000034",86003,"Not answered",5606,"0.065183773"
"E07000035",61060,"Straight or Heterosexual",55628,"0.911038323"
"E07000035",61060,"Gay or Lesbian",680,"0.011136587"
"E07000035",61060,"Bisexual",475,"0.007779234"
"E07000035",61060,"All other sexual orientations",110,"0.001801507"
"E07000035",61060,"Not answered",4167,"0.068244350"
"E07000036",93527,"Straight or Heterosexual",84981,"0.908625317"
"E07000036",93527,"Gay or Lesbian",1282,"0.013707272"
"E07000036",93527,"Bisexual",1119,"0.011964459"
"E07000036",93527,"All other sexual orientations",203,"0.002170496"
"E07000036",93527,"Not answered",5942,"0.063532456"
"E07000037",75660,"Straight or Heterosexual",68820,"0.909595559"
"E07000037",75660,"Gay or Lesbian",1038,"0.013719270"
"E07000037",75660,"Bisexual",885,"0.011697066"
"E07000037",75660,"All other sexual orientations",216,"0.002854877"
"E07000037",75660,"Not answered",4701,"0.062133228"
"E07000038",85272,"Straight or Heterosexual",78429,"0.919750915"
"E07000038",85272,"Gay or Lesbian",971,"0.011387091"
"E07000038",85272,"Bisexual",699,"0.008197298"
